Username,Followers,Confidence,Score_tag,Agreement,Subjectivity,Irony,Tweet
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@imaustinrayce Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@OfficialBachman Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@snithereems Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@SHARPEYE_STYLE Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@seanhammy85 Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@MrMustard Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
CupofMochiBeans,36,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""I have Netflix on my PC and phone now you know what that means"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@OllieCoburnGSR Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
WhiskeyStoneZS,62,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Literally tweeting to #SaveHappy during a wedding right now"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@maisoonelsadig Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
FangedShadowsVA,116,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""Invader Zim: Enter The Florpus (Netflix Special) Review| FINALLY! https://t.co/aWQWuHdTgJ via @YouTube #InvaderZim #invaderzimentertheflorpus"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@pastelbabythre1 Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@NINI915 Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@ProfJamesLogan Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@hannahm0btana Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
atavroseeb,190,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""NETFLIX IS SHIT THERE'S NOTHING TO WATCH"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@PrincessxVx Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@VuyoDaGeneral Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@Paul_Nadirehs Hi! Looking for shows on Netflix to watch? We've taken all the best lists and put them in one place. Hope you find something to watch! https://t.co/JmdOAj40Qt"""
alatessouhaites,78,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@microgamesjogos @nivjkjfgk Ollie, flip, backflip, frontflip, netflix"""
zgnproductions,12,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""We thank you @RIFFfilmfest for accepting our @tonyromo  Documentary Feature Film @noworneverdoc on the 325 world wide official selections of your 2019 academy qualifying season! @espn @600espnelpaso @HBO @netflix @dallascowboys @NFL @NFLFilms https://t.co/sDeJ6zLVV7"""
otisismybff,334,98,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""The show Diagnosis on Netflix is really good! I highly recommend! https://t.co/6yu4mHnAlP"""
netflixpercyj,72,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""netflix pick up percy jackson and the olympians you insane dorks"""
adiasbaby,410,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""Netflix recommendations??"""
DivaWuan,183,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Aida Rodriguez Speaks On New Netflix Special, Childhood + More https://t.co/eINXXkDEWb via @YouTube#thebreakfastclub #AidaRodriguez #comedian"""
mifavechocolate,13,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""True friendship is them letting you use their Netflix account"""
ragga_mr,847,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""You need funds just for Netflix"""
Rocker7859,30,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""@Some_Normie When/If this gets on Netflix, I plan to enjoy it!"""
00LEXIS,529,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Netflix."""
TribalistSF,13727,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@philleeezy Hi. We've taken all the Best of Netflix lists and put them in one place. Hope you find something! https://t.co/JmdOAj40Qt"""
matteo39472897,8,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""#SaveTheOA #TheOAisReal 

@netflix, we need to talk.

@netflix: https://t.co/jwD16QUoPr"""
HVRLVN47,962,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@Iickthegun @netflix They'll use your art for the promo, they gon have to pay up"""
UTheKnockOut,10446,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@GemmaMaryDobbie On Netflix?!"""
bhope18,82,98,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@ASU_SuperFan @netflix @ChrisKarpman Really good"""
Jimmyy_Jordann,686,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""S2 of Mindhunter is on Netflix, yw! https://t.co/ZRazRjcNLx"""
imjustlino,66,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@JhonenV @netflix loved every second of it, thank you! Honestly as a fan thank you!"""
Jokoy,227333,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""I miss doing this joke on the road. @netflix @NetflixIsAJoke https://t.co/JV2Hjznn5x"""
jandepano,816,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""U forgot @jennyhan 

But whaaaat???!!!"""
YanksfanChris74,649,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@SpookySarahSays Damn girl! You're like me, lol. Ok, Incident In A Ghostland is pretty good, its on Shudder I believe. BlackCoat's Daughter &amp; Devil's Candy I think is on Netflix. Both dark &amp; moody. If you want crazy 80's, TerrorVision is awesome &amp; on Amazon. Goes great w/ Shudder's Chopping Mall"""
ElliotCyrus,406,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""@imthecyrus The Netflix movie guest star is shaking"""
noworneverdoc,83,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""We thank you @RIFFfilmfest for accepting our @tonyromo  Documentary Feature Film @noworneverdoc on the 325 world wide official selections of your 2019 academy qualifying season! @espn @600espnelpaso @HBO @netflix @dallascowboys @NFL @NFLFilms https://t.co/tSr0Eso4Wq"""
ilovdan,158,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@lcsterss netflix if you live in america"""
laChubbyfunster,13,94,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""You ever think about how difficult it is to watch classic films anywhere? Netflix have like 10 films made before 1970 available because old films are treated like a genre for some reason to they only ever put 10-15 in there. A lot of the time the films are just cheap options."""
LaOpinadora1,5931,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@SusanitaG1 NETFLIX"""
MastaOfMp3s,3893,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@BRIANJ32 @MatthewACherry I heard this is a test for the new fresh prince show to be on Netflix"""
a7medxzz,164,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@_ruaa49 Netflix"""
bevuurlii,108,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""You will forever be my Peter Kavinsky!"""
Orgetorix,3233,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,"""One of the greatest horror films of all time is now streaming on Netflix https://t.co/9HvGqV8adO"""
ACarole,1347,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""This thread is well-worth ready. The documentary, 'The Family' is, in my view, very important to watch (Netflix). It will help make sense &amp; connect the dots on most everything afterward and going forward."""
Stemb0,108,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""@NolteNC you should checkout Dark on Netflix. Best show out right now imo"""
mashd,308,86,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""Problem: you have just watched Taco Chronicles on Netflix and have no idea where good tacos are in London.

Wahaca used to be okay. Is Breddos legit? Who is crushing the taco game in London?"""
marcosighs,16096,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Netflix and chill 
watch your net net work"""
p90hex,80,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Everybody watch CANNON BUSTERS on Netflix!!!!!!"""
etchells_frank,36,83,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC,"""@ShowbizKatieMEN @connor9mcintyre It was a Golden Era when Connor was in. I've watched it for 40 years and the current script writers have flipped it back too far towards abstract comedy. Cant see how they  can engineer him back to the street but we need a blockbuster series with Big Mac in. Netflix?"""
tayleighbae,11245,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""i might be crying"""
jjayguy23,68,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@netflix #savetheOA DO IT FOR ALL THAT'S GOOD!!!!!!!"""
vtmathteacher,97,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""@Jennifer__Brett @netflix I can sign up for @SIRIUSXM by sneezing, but try cancelling service."""
