Username,Followers,Confidence,Score_tag,Agreement,Subjectivity,Irony,Tweet
Backstage,137864,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"Put the pedal to the metal -- Mercedes and HBO are now casting. https://t.co/bvHECiE2rj"
summerbread,2374,86,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,|"Europhia on HBO maybe the most degenerate TV show ever. Features all the elites favorite agendas, race-mixing, gays, trannys, abortions, u name it

Not the biggest fan of it but Bailey likes it so https://t.co/CEfVP9T3S0"|
TennesseeKitKat,2515,94,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC,|"@jessabahx @BetoORourke @LastWeekTonight @IamJohnOliver clip from Sunday not on YT yet-but if U have HBO-10 min top seg-how deep the internal trubs go, gives me hope

NRA is running deficits in the MILLIONS &amp; Deep BS was uncovered-embezzlement &amp; more

but this gem from last year
https://t.co/hCMb983vBK"|
siredwardnigma,139,97,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"Payment declined huh?"
Dominic15327489,40,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"@amazonfiretv Can I watch hbo on this I already got amazon prime"
marietih1,4,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,|"@Marcelodedois - Trotsky (sugestivo) NETFLIX
- olhos que condenam NETFLIX
- chernobyl HBO
- True Detective HBO"|
JohnCamalick,941,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,|"@chrisrushing ah shit, think it's on HBO rn."|
editsbyrebecca,656,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"B I T C H"
Flyinbrian86,103,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,|"Well, now HBO can have a sequel to Chernobyl."|
tempebarstool,11096,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"HBO is coming to the Washington State home game filming a Hard Knocks style show https://t.co/gl54fvdOli"
bzzctszn,475,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"@bira_lee01 Both of us tweeting about hbo shows at the same time... our minds..."
childishtonbino,380,98,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"@eyebalms The HBO shoe is really good too!!!"
looking4evah,3402,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,|"Remember the time the entire LOOKING cast &amp; crew carefully avoided spoiling the end of the Kevin/Patrick/Richie triangle for a year &amp; a half &amp; then HBO spoiled it in the press release about the photo book...a month before the movie came out

https://t.co/O9feWiuSvN"|
JustCallMeMetz,217,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"And who HBO paying for this? Will it be with generic players to not infringe on real players' likeness?"
KimberlyNuggets,439,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,|"Our just get @hulu Live with Disney+ &amp; ESPN, and it will be like $55."|
MillieCordelia,977,94,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC,|"#Gotham #SaveGotham @warnerbrostv @DCComics @warnerbros @netflix @HBO @EPIXHD Oswald spent a lot of time looking helpless in season one, but we quickly learned that he was a con man with a genius for scheming and planning. https://t.co/qdt5Hfzfen"|
Frizzie20,32,98,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"@Angela_Griffin @skyatlantic @HBO I boxed set both seasons of Big Little Lies at the weekend. Really good. I'll have to check out Succession."
fatskyler,207,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"How can I convince my boyfriend to add HBO to our Hulu???"
taronthewise,689,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"FEZ AND ASHTRAY BETTER GET THEIR OWN EPISODE IN S2 @HBO @euphoriaHBO"
jeannadewaaI,1199,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"just found out my dad has hbo ??? ok time to log in and binge euphoria"
ruesmotivation,329,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"Do Candice/Z stans have a name girls?"
Justineeroberts,584,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"Every one of these brilliant lines makes me think of where we are headed with Brexit #disaster"
Syn666Sinner,946,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"Damn HBO"
21MillionSeries,117,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"Solid day filming @AmazonStudios @Britflicks @HBO @hulu @NetflixUK @CityAM_Crypto @jonas_karlberg @JRSTrading @johnpcorr @evankirstel @London_Lady @MinaArthur @NickAyton @renderyard @urbancohort @craigvallis @Chainstarter #tvseries #quantumcomputing #AI"
Matthew96018842,15,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"@NM_NickNocturne thoughts on Adam going to sue hbo for stealing their content?"
cclarkinspire7,6173,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"August 18th 2019 10pm est on @HBO @HBOPR #RighteousGemstones #GemstonesDeacon #CharlesDClark #ActorsLife https://t.co/ePPlM10QQ3"
JohnnyRockets__,50,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"And the students get how much for this production???"
LiliMandarina,516,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"Artist Joe Coleman has sued HBO for using his painting without permission - Art Insider https://t.co/sr8tHyUqBZ"
emtfr,319,92,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,|"@WaverlyDoc @coachjfranklin Dr. Joe can you please show me where anyone related to #PSU would even be THINKING of haveing anything to do with @HBO after what that ugly duo of  @Poliwood  and  @amirbarlev did to enable #LarryNassar  with their  completely fraudulent "documentary"?  Thanks, Illini grad."|
BGiesenschlag,4909,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"Sign me up"
n_x_northwest,43,92,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"@bichensword (also let it be said that working for HBO is not in and of itself a Good Thing)"
One4OneSport,1,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"HBO Boxing News: Dominic Wade Interview - https://t.co/IGPqKgYPgY"
BryceWilly24,253,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"Need it"
ScrotieMcB,118,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"@RickAnderson HBO will be pleased there can now be a Season Two of Chernobyl."
worstever1213,11,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,|"@ImPatBurke @BenLebo Jason has done like 3 HBO after shows, NBA desktop, probably their biggest pod in Binge Mode (maybe even bigger than Bill's), etc. He's probably the most productive personality on the whole staff besides Bill."|
emtfr,319,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,|"@WaverlyDoc @coachjfranklin Dr. Joe can you please show me where anyone related to #PSU would even be THINKING of having anything to do with  @HBO after what that ugly duo of   @Poliwood
&amp;  @amirbarlev did to enable #LarryNassar  with their  completely fraudulent "Paterno documentary"?  Thanks, Illini grad."|
BrackenRay4,312,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,|"If they did a college basketball twist to this, what would your 4 team wish list be for this coming year?

Mine:

- Florida
- Texas Tech
- Memphis
- Nebraska"|
Iadyonfire,1190,87,P,AGREEMENT,OBJECTIVE,IRONIC,"the lesbians on the wire...will we as a society ever be able to thank hbo for everything they have done for us...seeing multiple (black) lgb characters on a show is so refreshing in a time where one token gay character for Progression Points has become the norm"
NickDiasOML,121,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"The fact that Mike Leach is going to be followed around by cameras everyday makes my life worth living"
kase_kubrick,99,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"@ohMYitsjiax You should watch Years and Years on HBO"
MillieCordelia,976,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"#Gotham #SaveGotham @warnerbrostv @DCComics @warnerbros @netflix @HBO @EPIXHD Don Maroni beat up on Oswald a lot (but he was dead by the end of the season). https://t.co/bVe4V39GTE"
MilitantlyA,2717,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,|"A phenomenal piece of writing by Matthew D'Ancona which narrates his (rather intriguing) HBO spy series as both writer and star that (so far!) has never existed but which he observed while in the grip of abdominal sepsis...

https://t.co/l9Z2qEHkiL"|
AmazonHelp,233059,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"@Dominic15327489 Hi there! HBO is a separate subscription from Prime. Channel subscriptions from Prime Video are paid monthly subscriptions that allow you to add the content you want from third-party premium networks and other streaming entertainment channels. ^KR"
craftyprimrose,159,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"@moorehn I feel we may have the beginning of a HBO box set here..."
carxlsbrie,763,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"we been knew yall"
thelouiefuture,285,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,|"i think i have watched subconscious cruelty before, when hbo played it back in 2008 and taped in the dvr."|
_robynmaxwell_,794,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"Who has an HBO account I can borrow plz be kind to me"
ShawnSmithHFS,557,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"This would be awesome! #Leachisms #GoCougs"
Kennedemon,126,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"@CNN John Delaney thinks Bernie Sanders should be hosting a horror anthology on HBO #JuggernautJohn"
SeanMcn99075899,3,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"@warnerbrostv I WANT A SECOND SEASON OF #SwampThing you can't leave it like that #saveswampthing @HBO @NetflixUK @netflix"
dongofvictory,591,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"This kinda shit is what Jimmy Franks is best at..."
therealrakib,67,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"Time for another HBO series https://t.co/ciGNBmgUmd"
wristsisfrogs,1418,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"Yoooo it's true"
vykool,60,94,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC,|"#vykool #startup #startups #enterpreneur #business #crowdfunding #Domains #domainname #Movies #tvshows #AMC #Fox #HBO #Netflix 

#MadMen 2009 

Prince Eric Harry Styles Barstool #SUNNYPARX #LeftHandersDay little women Portnoy #TrumpIsAWhiteSupremacist #ProtectTerrenceKWilliams https://t.co/5cXltPFmbs"|
BruceHop,1062,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,"@Rose_Matafeo Massive congrats on the HBO BBC gig Rose"
KezhalDashti,2011,92,P,AGREEMENT,OBJECTIVE,NONIRONIC,|".@DIRECTV records every conversation for "training purposes." They say I never called to complain about the HBO charge last month, and when I asked them to play back the recording, they said I need a "court order" to do that...?? SERIOUSLY? #WorstCustomerService"|
MillieCordelia,976,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,|"#Gotham #SaveGotham @warnerbrostv @DCComics @warnerbros @netflix @HBO @EPIXHD Don Falcone slapped Oswald around, too. Later, of course, Oswald got even. https://t.co/stzBAvVmap"|
klassykamry,490,98,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"@myracleveli_ HBO-little big lies"
c_arise,157,94,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC,|"@fr33byrd999 @iproposethis "Especially if from different backgrounds" 

Who said "taking them to see soup kitchens"?  Volunteer. Teach community service, connect with people and teach empathy.

What part of big brother big sister and environmental groups said poor?

Oh I guess you went the HBO route."|
JazzTehara,1226,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"@asantahene @skyatlantic @HBO It's a roller coaster. Absolutely gripping TV."
jdry,1884,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,|"Is EUPHORIA a rare positive depiction of sex work, or another example of a pornographic male gaze? Sex workers respond to the HBO show: https://t.co/v8ORw2yQAN https://t.co/tv2MpwKQtE"|
ElGatoPolloLoco,435,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"@BigDrewandJim Does Alabama/Auburn have a HBO Documentary about their rivalry? No? List is clickbaity."
estebanlupo,329,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"@infobae HBO PAY PER VIEW"
mattiesthrifts1,207,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"Check out what I just added to my closet on Poshmark: HBO Cinemax Vintage Embroidered Denim Jacket L. https://t.co/3QcGd2NbUE via @poshmarkapp #shopmycloset"
gittycity,609,92,P,AGREEMENT,OBJECTIVE,NONIRONIC,"@EvanJon97 @HBO @Showtime @PrimeVideo @hulu @netflix @NygmaticRiddler @ellensunden2 @CallMeRiddler @MillieCordelia @afkkennedy1 @TampireSucks @Unrcvel_me This is  Not Surprisingly True To which was Cut Short   Due To Canclation And Minium usage @warnerbrostv @FilmDailyNews @TheCW @TheDCUniverse  @RipleyXIII @Akinahellsing https://t.co/ySX7rbqn1u"
Matt_LowC,459,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"I have legitimately never needed something more in my life"
crackdaya,262,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"Now work together. Zendice? Candaya?"
crystallover711,463,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,|"@JuddApatow @MTV @Viacom Ok Dad of the year. Allowing your young daughter to be in a series purely based on grown men having sex with underage girls, disturbing scenes of rape and glorifying the most disturbing behaviour. And guess what? HBO are the ones funding the whole thing. Convenient that."|
710ESPNSeattle,55976,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,|"The WSU Cougars are reportedly among four college football programs contacted by HBO to star in a Hard Knocks-esque show during the latter part of the season.
https://t.co/K8pzWPId2K"|
jehricurlz24,583,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"Please"
JerseyDamu,48,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,"@Vibrations4God Settop TV was an ip streaming service that got fucked too. They ya e you hbo and POV amongst others for $20/month"
TomaszMoj,280,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"@ladbible HBO right now https://t.co/aUe061wYOD"
tizapastel,304,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,|"Barbie Ferreira Speaks On "Euphoria," The HBO Series https://t.co/ZmTwakTrgw via @YouTube"|
dezgruntledjedi,25,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,"By far the DC Universe series. Would be a perfect addition to HBO Max. #SwampThing     Save Swamp Thing on DCU - Sign the Petition! https://t.co/8bwSocryR0 via @Change"
Raschiid,3294,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"Gurbanguly Berdimuhamedov: Last Week Tonight with John Oliver (HBO) https://t.co/0aUXcI1Kbz via @YouTube"
PanchoLegaspi,365,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,|"@ReelMarcReina @IndieWire welcome to the club, been at it for some time now but they don't seem to care for anything but disney's, warner's, hbo's or whatever shitty company's money"|
TJLawhon,358,92,P,AGREEMENT,OBJECTIVE,NONIRONIC,|"The rich get richer. If @HerdFB EVER gets a chance to be on this show, they have to take it. If they don't mess it up this is a recruiter's dream. @HBO get The Herd!  https://t.co/6GPKMMNNWJ"|
victoriaabreaux,131,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"@tiaraxaliyah get HBO now and do the free trial cancel before the 5th day"
MillieCordelia,977,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,|"#Gotham #SaveGotham @warnerbrostv @DCComics @warnerbros @netflix @HBO @EPIXHD And then there were random others who used Oswald as a punching bag.  Part of Oswald's appeal was that he was the underdog, and he never let anything keep him down. https://t.co/WdBMQyrxXu"|
Sports1140KHTK,12404,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,|"Who's excited for a new episode of @HBO #HardKnocks tonight at 7:00 p.m PT ?!

https://t.co/cRndVXjJnU"|
MarkJKings,1811,94,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC,|"Artist's copyright lawsuit vs. HBO over unauthorized use of "Slenderman" painting in documentary will proceed. HBO sought to dismiss on fair use grounds. 1/3
https://t.co/MttW0yTwpf"|
MarkJKings,1811,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,|"Clarification to this article: HBO's motion was a motion to dismiss, which is typically at the beginning of the litigation. If a court denies it, that usually means the parties will proceed to discovery.  2/3"|
jilliansoftomes,52,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,|"@GreatBookStudy HBO. She plays a psychopath! And yes, enjoyable!"|
brainwashed112,16,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,|"@shlohmo @HBO @A24 @MilanRecLabel So cool! Great film orgs to work with, cant wait to see it and hear the score. Congrats!"|
AVSquadTrailers,1536,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"HBO Doc 'Moonlight Sonata: Deafness in Three Movements' Trailer https://t.co/ZMEE55g2LA via @firstshowing"
EERCANE,285,92,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,|"So, now Don Lemon is allegedly a sexual predator.
NOT a fabulous week for HBO."|
XxEnceladusXx,99,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"Fish removed her own eye out with a spoon. What will it take to #SaveGotham? #Gotham @WBHomeEnt @DCComics @TheDCUniverse @netflix @hulu @amazon @AmazonStudios @TheCW @SYFY @SyfyWire @ABCNetwork @AMC_TV @BBC @FreeformTV @FXNetworks @HBO @nbc @Showtime @STARZ Pic = farfaraway https://t.co/qn2PxvAIlc"
Chewythewookie1,8412,92,N,AGREEMENT,SUBJECTIVE,NONIRONIC,|"@boeingpilot787 @Bacik74 @hrhjmm @KevinBooker212 @ChrisCuomo FOX makes the charge 
Its fox not cable 
Like hbo or others
Complain to TRAITOR trump"|
EERCANE,285,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,|"* CNN
You get the point."|
BradMost,89,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"@AshlieD_Stevens @Salon @juliothesquare @HBO It is so original. Just Fantastic."
cbain00,2589,86,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC,"#Gotham series had stories and characters that didn't have a proper conclusion due to being shortened. #SaveGotham missing content of characters and start a new chapter networks @hulu @netflix @TheDCUniverse @AmazonStudios @SYFY @HBO @nbc @AMC_TV @WarnerBrosEnt https://t.co/2xosdmn0Xv"
Sportsgriduk,569,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,|"HBO, 4 college football programs discussing access show, report says https://t.co/9ETYxq1tBA https://t.co/QfdG1eCQoJ"|
XxEnceladusXx,99,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"Barbara looking after Selina even way back in season 1. #Gotham #SaveGotham @WBHomeEnt @DCComics @TheDCUniverse @netflix @hulu @amazon @AmazonStudios @TheCW @SYFY @SyfyWire @ABCNetwork @AMC_TV @BBC @FreeformTV @FXNetworks @HBO @nbc @Showtime @STARZ Pic = farfaraway https://t.co/BJponbbX32"
gideonxi,277,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"Free showtime hbo and hulu"
Squaremir,1132,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"Which nigga of mine ordered HBO on my xfinity account?"
whosALEJANDRARM,530,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"someone lemme use their HBO so I can watch this pls"
XxEnceladusXx,99,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,|"Every year, Alfred and Bruce celebrated the memory of Bruce's parents. #Gotham #SaveGotham @WBHomeEnt @DCComics @TheDCUniverse @netflix @hulu @amazon @AmazonStudios @TheCW @SYFY @SyfyWire @ABCNetwork @AMC_TV @BBC @FreeformTV @FXNetworks @HBO @nbc @Showtime @STARZ Pic = farfaraway https://t.co/468knE29VG"|
sn_ncaaf,8727,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,|"HBO, 4 college football programs discussing access show, report says https://t.co/K2LrVaC5kx https://t.co/aEuLwucN0O"|
WrittenByDJR,2730,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"ICYMI: 4 OF THIS SUMMER'S MOST HYPE-WORTHY TRAILERS! https://t.co/RYDrC9FTEs #Picard #StarTrek #MrRogers #TomHanks #Westworld #HBO #Netflix #TheWitcher #HenryCavill #trailers #movies #news #promo #RT https://t.co/VPHTvnGG6h"
MillieCordelia,976,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,|"#Gotham #SaveGotham @warnerbrostv @DCComics @warnerbros @netflix @HBO @EPIXHD Oswald always had more than his share of attitude, and there was something appealing about how his emotions were so close to the surface. https://t.co/R66l7Qx7hz"|
italksec,5973,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,|"Report: Alabama, Penn State among schools lined up by HBO for Hard Knocks-style Show ! 
Nick Saban, Herm Edwards and Mike Leach? Yes, please!)"|
XxEnceladusXx,99,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"Oswald's cunning nature made him into the man he is today. #Gotham #SaveGotham @WBHomeEnt @DCComics @TheDCUniverse @netflix @hulu @amazon @AmazonStudios @TheCW @SYFY @SyfyWire @ABCNetwork @AMC_TV @BBC @FreeformTV @FXNetworks @HBO @nbc @Showtime @STARZ Pic = farfaraway https://t.co/60hjB1a7tm"
question_ansah,1188,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,|"Mix - A Black Lady Sketch Show || The Basic Ball (Full Sketch) || HBO https://t.co/urNmSIiDw6 via @YouTube"|
NephRodby,3554,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,|"@caioqualunque Nice, I'll Fix You" was poignantly used in an episode of HBO's "The Newsroom". https://t.co/XtfkiUnWLj. HBO GO. 3 seasons. Loved that show."|
travis_orr1,962,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"Who has hbo now"
UWDAWGS32,23,97,P,AGREEMENT,OBJECTIVE,NONIRONIC,"@RyanDLeaf this would be must see tv with the pirate"
toby_ashken,48,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,|"An exceptional piece on ICU delirium. Insightful and honest, this is a window into a common but essentially unknowable condition."|
Rudenasty1994,467,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,|"HBO series characters that had near perfect arcs
-Theon Greyjoy,Sansa Stark ,and Sandor Clegane(Game Of Thrones)
-Nora Durst &amp; Kevin Garvey(The Leftovers)
-Selina Meyer(Veep)
-Rusty Cohle and Wayne Hayes (True Detective) 
-Omar Little (The Wire)"|
annatyger,47,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"Dreams do come true."
