Username,Followers,Confidence,Score_tag,Agreement,Subjectivity,Irony,Tweet
ZombiManos,417,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""@StanDAlone2016 @ExcaliburHead @Jay____Miller @ChadKovac @playazball @WizzurdX This is conflicting for me. I used to be obsessed with Gallagher as a child.
Even that HBO special clip show where everyone was on drugs &amp; they dropped watermelons off the roof of a building to smash on a blowup octopus that Gallagher fondled afterwards (had it taped on Betamax)."""
Damian_M_Kat,170,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@ADHDGOTH That was superb information, I literally thought that I lost access to HBO GO because she canceled it through our cable provider"""
lanadeltorbay,491,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""Watch Euphoria on HBO"""
Tabyrion,38,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@ErCitront @MarkRuffalo @HBO Holy water by freya ridings"""
AzhyRobertson,76,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""In HBO's 2020 lineup: #ThePlotAgainstAmerica, adapted from Philip Roth's Sidewise-winning alternate history novel. Starring Winona Ryder, John Turturro, Zoe Kazan, Morgan Spector, and Anthony Boyle. Azhy Robertson is portraying Philip. On board is executive producer David Simon."""
inxzw,119,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""someone wants my password?"""
_pascal40,938,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Se viene Our Boys por #HBO que promete."""
happygirlinla79,435,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@woods_pj @DeadlineDominic @HBO Hell no."""
PrinceTheChris,667,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""Good Netflix/HBO shows right now?"""
SlicedWrestling,2534,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""Lmao this is hilarious"""
keep1t_surreal,79,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Someone dm me their HBO password"""
intoxicatedwave,392,94,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC,"""@DeadlineDominic @HBO Yawn. Silencing the truth?"""
DrKittyMrHyde1,2,100,NONE,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@Cameron7337 @BriiiiBreezy @carlo_og007 @NickHintonn I didnt think about HBO having it!"""
andjustice4some,13070,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Michael Jackson Estate v HBO, August 15, 2019 filing of Motion to Strike.  (Claim of First Amendment and anti SLAPP). @TruthAndLaw8 @Hammertonhal https://t.co/H3qt5rV435"""
BMacTV,16287,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""Awesome! #GoCougs"""
TheWrap,232288,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""HBO Files Motion to Strike Jackson Family's $100 Million 'Leaving Neverland' Lawsuit https://t.co/gce04DTceO https://t.co/SKvamc2bOx"""
poorwandering1,10,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Hi Netflix, HBO and Amazon, we want a Warcraft series, which you could make! https://t.co/tTpz5dehCR"""
rebeq__,118,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""A Black Lady Sketch Show | The Basic Ball (Full Sketch) | HBO https://t.co/3zBrD0UVjv via @YouTube"""
kfairwrites,3491,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""Free HBO Weekend? Chernobyl, here I come!
*checks #Maddow just in case*
Rachel's on? Later, HBO. https://t.co/uvKwZTfRVA"""
thatkidD_12,464,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""ON GOD"""
2whlfun,464,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,"""@HBO Westworld kicks ass"""
hsolgunn,25,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Hey @HBOnordic 
Will you by any chance add The Trans List which is an HBO Original Documentary to HBO Nordic? I have wanted to watch it for months now, but it is not on my HBO, as I live in Norway."""
movienonsense,81242,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Silicon Valley: Season 6 - The Final Season | Official Teaser | HBO #SiliconValley #SiliconValleyHBO #FinalSeason #HBO https://t.co/0DZkEkqSHw"""
morphenomenon,730,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""PLEASE MAN PLEASE"""
tigerdan84,137,92,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@HBO I have no interest"""
andjustice4some,13070,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Michael Jackson Estate v HBO, August 15, 2019, Motion to Strike secondary filing by HBO attorney.  First Amendment and anti SLAPP motion.  @Hammertonhal @TruthAndLaw8 https://t.co/jAdbd9xrkR"""
woods_pj,548,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@DeadlineDominic @HBO *An Open Secret rather https://t.co/rajawJq3pQ"""
RickyyMane,869,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@HBO #Barry on HBO is an awesome show!! Def worth watching"""
TheJoeMack,392,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""Just finished bingeing the complete series of OZ on @HBO for the 2nd time since the series ended. Forgot how great it was. @Chris_Meloni fucking owned as Keller."""
LoveMyAussie1,75,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@MarkRuffalo @HBO My Sunday night, every Sunday night. @HBO"""
Iwillnotfall,1967,94,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""@RealTimers @SenWhitehouse @KillerMike @hillhulse @woodruffbets @TheRickWilson @billmaher @HBO @HBOCanada Hot Damn! What a panel. I'm bringing my confirmation bias with me because I love all your guests tonight. Thank you SO MUCH. I need this."""
TaraAEbrahimi,226,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""Remember when #Entourage was an acceptable show to like? Simpler times... cc:@HBO"""
LauraMHerrmann,73,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""W O A H https://t.co/vAbRyUtDJF"""
MOVIEDEATHBLOWS,134008,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Silicon Valley: Season 6 - The Final Season | Official Teaser | HBO #SiliconValley #SiliconValleyHBO #FinalSeason #HBO https://t.co/qwEsm34SCc"""
spinons,56,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@Ben_R_Sci Veep isn't TV. It's HBO."""
lillianashleyyy,371,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""If anyone needs a show to watch, watch Chernobyl on hbo !!"""
jerrysharell,1102,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@hbo @BBC - green light season two of #YearsandYearsHBO please! And make it 8-10 eps.  Thanks!"""
PeterNoTail,387,100,NONE,AGREEMENT,SUBJECTIVE,NONIRONIC,"""Got a year sub to Britbox, then found out they're teaming up with HBO to give them tons of exclusive content, inc DoctorWho? Don't know what'll become of Britbox, which seems to be morphing into Brit soap opera app May as well at least try to get into Eastenders &amp;Corrie, i guess."""
MarlynnL,143,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Watching #Aquaman on @HBO 

So it's this origin?"""
sharesns,74,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@DeadlineDominic @HBO This is the FACT. 
https://t.co/YsZCJuDvoZ"""
jackiieang,372,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""watch euphoria

I will give u a link to watch it off of"""
BumblebeeLia,517,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Update on HBO lawsuite"""
bigg_poohbear,784,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""The Twitter Comedy King!!"""
LauraMHerrmann,73,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""W o a h 

Roy Cohn Documentary to Debut in 2019 https://t.co/vAbRyUtDJF"""
emkeypedia,245,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""PSA: HBO is having a free weekend, watch euphoria"""
lillianashleyyy,371,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""If anyone needs a show to watch, watch Chernobyl on hbo !! #ChernobylHBO"""
B_Lowwwwww,934,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Anybody watch A Black Lady Sketch Show on HBO?"""
gradeAunderAfan,9,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""@Casey @DeanNeistat Would be sick if you could get another HBO show man"""
lokismidgard,901,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""HE SAID I WANT ALL THE GOLDEN GLOBES"""
sarahvxllar,147,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""is it worth it for me to pay $14.99/month for HBO juST so I can watch Euphoria, be honest"""
TVLine,150641,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""Ready to go back to #SiliconValley? The final season just got a premiere date... and a sneak peek: https://t.co/hzXDSaZgt4 https://t.co/t3THXIALhm"""
Crockett_Rocket,1679,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""And just like any video game, when you die you eventually respawn (reincarnate)

Theres TONS of testimonies &amp; cases of people PERFECTLY recollecting memories of their past lives

This is a very similar motif to the HBO series Westworld"""
sharesns,74,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@DeadlineDominic @HBO Read the court document and ask @hbo 
https://t.co/Wgkt24nbuV"""
InHollywoodland,1673,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Me when Power premieres next weekend"""
ProperOpinion,20652,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@Chris_arnade @ComfortablySmug (We decided to go with raspberry crepes and catching up on HBO. New episode of Succession next.)"""
SapitoDaVinci22,168,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""Hey @netflix Hey @HBO Hey @PrimeVideo Can you do the fans a favor and #SaveSwampThing @DCUSwampThing @SaveSwampthings #SwampThing #dcuswampthing #Swampy #dccomics"""
theKen_Miller,1978,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""I hate they slept on legends dawg shit was cold bruh @KingJosiah54"""
penne_bae_ker,328,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""GoT
Cersei Lannister 
Westworld 
Lawrence &amp; Issa"""
oofjlunaa,981,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""DEAD ASS"""
sharesns,74,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""@DeadlineDominic @HBO The true journalist share the truth.
https://t.co/RCltfNcldU"""
Lizzycline,251,98,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""While painting watching @BillyCrystal #richardlewis #paulrodriquez #martinmull #richardklein #robinwilliams @TheImprov all star toast #1988 on @HBO when comedy legends were real and honest #comedy #standup"""
TrinityPutman,159,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@lavinhala i want ur hbo password"""
YessubNosaj,399,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""@Kevcipherking88 Signed out of MY hbo smh"""
Wendy_Jo_OK,2,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@BlackLadySketch @ashleyn1cole @robinthede @HBO Love Trinity!"""
tammyyll,327,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""right someone swing me that"""
ajm510,952,86,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""The Ides of March fell on #JuliusCaesar like a ton of bricks, but the lead up was delicious to watch on #ROME.
 Not to be missed!!!! #humanreco @HBO"""
PSKamath7,115,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""Ayyy Smartest Comedy on Television is backkkk!

Silicon Valley: Season 6 - The Final Season | Official Teaser | HBO https://t.co/lMx7CYPOlY via @YouTube"""
MeYouUsMJFAM,438,86,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""@DeadlineDominic @HBO Oh Dominic oh Dominic why hast you not researched properly??? HBO is doomed forever especially since #LiesOfLeavingNeverland and #ChaseTheTruth surfaced exposing their ""Star Actors"" have now been openly and publicly exposed as the lying Scum they are. It's pay up time @HBO"""
kenmiller30,1873,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Baby bruh @preacherlawson gone be on ablackladysketchshow on @hbo 11pm est tonight!!! https://t.co/wyylTvYXnR"""
meddocle,549,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""WHAT"""
JWWWDMagazine,825,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Catch up on @WestworldHBO https://t.co/z9V1jowXqt  #Movies #Tv #NowWatching #Review #Recap #Series #Scifi #ScifiSeries"""
EmmanV0702,891,86,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""@kacyalehoe @properaesthetic I wish I had Free HBO I looked and Spectrum is not included in the free preview weekend ugh."""
digicloudm,1903,84,NEU,DISAGREEMENT,SUBJECTIVE,IRONIC,"""Happy Death Day 2017Gnero ThrillerTerror ComediaPelcula que continuamente dan en HBO, que ... https://t.co/zOe1uOBP4e"""
wassupfooo,38,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""Liz and I finished Euphoria it was worth the virus and anime pussy ads I mean one of y'all could have just hit us with your HBO password but anyway..... I'm in love with Jules"""
Cleosbaby64,534,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Ep 3: Preview https://t.co/nZ09fL2As2 via @hbo"""
Sanders402,29,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""For real"""
JaybryH,43,92,N+,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""Being a die hard raider and die hard cougar fan if @HBO is doing some football thing with the cougs, we already know about the raiders, but if they doing some reality with the cougs... I can die a VERY happy man"""
conniel_green,102,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@msLAS @robinthede @HBO I got HBO just for this"""
SwagTronUSA,5547,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""The newest stars of #HBO's #Euphoria, @trvptwinz tell us what the best thing about being a content creator is. https://t.co/puzyfBWzSf"""
bemusers,34,94,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC,"""@eji_org @HBO One of the finest documentaries I have ever watched. Mr. Stevenson, your memories of your family and their experiences of discrimination remind me of how damaging even the most subtle displays of systemic cruelty are on children."""
Zorkyrie,1590,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""God i really fucking hope they pick it up and give us a third season.."""
AaronRFernandes,35863,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""GOSSIP GIRL Returns After Seven Years, ON HBO! https://t.co/cGPkfZq3aF #GG #GossipGirl #HBO https://t.co/HpmNIzPnwq"""
kjmcinnis5,27,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@mcinnis_mark Poltergeist, Grease 2, and Cloak and Dagger were the big three for early HBO."""
abhworthington,843,91,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""Have never seen Deadwood, now the movie is on HBO. Was the writing always this bad?"""
_INBTS,238,97,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""Would you guys love to see a show like this?; I voted Yes! , https://t.co/8qKko1l7Un #poll via @opinionstage"""
Real_Infinity95,1972,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""Gina Brillon On Our Over-Sensitive Society, Bronx Beat Downs, Her HBO Sp... https://t.co/JXkbZJl5RA via @YouTube"""
s_goldeffect,43,90,P,AGREEMENT,SUBJECTIVE,IRONIC,"""Finally getting around to watching west world season 2...such a good show, @HBO definitely got all my faves"""
NVGhost005,1248,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@Philo1000 @TMAN1138pm @SciFiGeneration @SciFiHour @SYFYWIRE @TeresaMac2009 They are reporting it might get picked up by DC Universe or HBO Max"""
coreysomers07,207,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""I feel like I need an hbo subscription now"""
21drivein,223,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""I remember being up late around age 10.  I decided to sneak in some @HBO you know back when the letters flew over the town.  The movie the night was #EasyRider first exposure to Hopper, Jack and of course Peter forever changed #RIPPeterFonda"""
joelandren,1165,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Oh boy"""
LBrothersMedia,3028,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""The Righteous Gemstones (2019) | Official Trailer | HBO https://t.co/wnEZNtlazT via @YouTube"""
LadyCecilyNevil,1351,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@ladycreaturee @rundlesophie @BBCOne @HBO Strike a pose."""
aunderroad,922,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Silicon Valley: Season 6 - The Final Season | Official Teaser | HBO | https://t.co/JACh1k1TAC via @YouTube"""
mumblecomic,1724,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""succession on hbo is a show for cops."""
regalenerd,674,86,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""@imaginarymargo Exactly! Like I kind have been doing this with Starz and HBO, I go back and forth when shows I want to watch come out. But they don't make it easy to do that."""
Zerothree000,32,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@HBO Shocked and dismayed that so many have forgotten Deadwood, which may, in many ways, be the best tv show ever. Not having a 4th season was a travesty!"""
davy_roder,39,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@HBO @GentIemanJackTV COUPLE #anneandann 
THEME #GentlemanJackHBO"""
702Sales,947,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,"""Are the athletes getting paid for appearance on a premium channel or are we just assuming it's not really them since their names are on the jerseys ala #EASports #NCAAFootball? #PayThem #ncaa #professionalathletes #SomeoneElseMakingMoneyOffThem"""
Lightning_JL,942,97,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""You social media experts think promoting is fun? We were the primary promotional company on the ground for Tyson vs Golota &amp; the site coordinator for Top Rank May vs Augustus on HBO the next day. I was so exausted I broke down mid Mayweather fight. Slept entire week!"""
mackenzieclark_,176,90,P,AGREEMENT,SUBJECTIVE,IRONIC,"""hi @HBO I would like to file a complaint that you have shrek 2 but not the original shrek in your movie selection ????"""
RogerStan123,916,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""@intoxicatedwave @DeadlineDominic @HBO Double Yawn. The truth is MJ is innocent and the paid actors in this movie and HBO are an affront to American intelligence that investigated Jackson for years - this movie was a hoax 

https://t.co/itUiZZnajp"""
deankett7,34,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@DeadlineDominic @HBO What are you talking about!?"""
702Sales,947,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC,"""Are the athletes getting paid for appearance on a premium channel or are we just assuming it's not really them since their names aren't on the jerseys ala #EASports #NCAAFootball? #PayThem #ncaa #professionalathletes #SomeoneElseMakingMoneyOffThem"""
shirlstew,47,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@Xfinity I thought hbo was free this weekend?"""
_INBTS,238,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Make it happen DUDE"""
RogerStan123,916,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""@DeadlineDominic @HBO HBO should be held accountable for hiring paid actors to slander the late vindicated King of Pop. this was a hoax and a fraud"""
StuartScottsEye,662,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@walkoffhbp Glad you got HBO"""
sharethatsnap,120,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""I really wanna watch #theneistatbrothers HBO series sometime soon"""
alwaysshiplove,1259,91,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""@PirateBL_R @tajjackson3 @DeadlineDominic @HBO That's the whole thing, once you know the media are liars, you can't believe anything they say about anything.  It's sad, that moment you realize they are nothing but a self interested propaganda factory.  Genuine, unbiased news doesn't exist."""
Slusho7,192,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@RottenTomatoes @adriangrenier @JimCameron @HBO Where is Aquaman show Vincent Chase some love...."""
hellresidentNY,1864,98,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""Or @HBO Max, whichever one of you feels like making lots of fans very happy. And if you're feeling extra charitable, share the wealth with SWAMP THING as well."""
NVGhost005,1248,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@TMAN1138pm @Philo1000 @SciFiGeneration @SciFiHour @SYFYWIRE @TeresaMac2009 @KryptonSYFY I subscribed the DC Universe already because of Titans. I really like the channel. But if it goes to HBO Max this would be the draw for me to subscribe there"""
intoxicatedwave,391,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC,"""@RogerStan123 @DeadlineDominic @HBO Gurl, I have been watching the whole thing unravel since Brandi came out, followed by Tajs statements and the Trian station cascade. It has been wonderful to witness it all continue to crumble before my very eyes. #MJInnocent"""
Efeska,160,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""@lauraroblez23 Euphoria por HBO"""
Variety,2288722,89,P,DISAGREEMENT,OBJECTIVE,NONIRONIC,"""Hair and makeup designer Daniel Parker had to dig through a lot of research before recreating the fatal burns caused by the 1989 nuclear disaster while working on #Chernobyl | Artisans presented by @HBO https://t.co/G6UpzkPUnt https://t.co/DQvaML2oUQ"""
953WDAE,24360,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""Frank Caliendo Impersonates Jon Gruden, In Front Of Jon Gruden LMAO |||| @RonnieNTL @TKras @ZacOnTheMic #WhatsUpTampaBay #NFL #Raiders #Oakland #HBO #Hardknocks 

https://t.co/FjxRFAp614"""
mosene_,32,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Silicon Valley: Season 6 - The Final Season | Official Teaser | HBO https://t.co/DTume1DGoF https://t.co/LRnwA2VmSG"""
RogerStan123,916,86,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC,"""@DeadlineDominic @HBO HBO should be ashamed of themselves for hiring paid actors to intentionally lie on the exonerated king of pop. HBO and everyone involved in this scam should be held accountable.. no morals to lie on the dead. Disgusting https://t.co/MJFulRf0Ew"""
mar_sassa,264,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""OKAY"""
